instruction,answer
以思乡为主题，写一首诗,春风舣棹楚王城，曾向萧斋听雨声。临水忽惊头并白，看山误喜眼犹明。愁来无复轩裳梦，老去难忘儿女情。最忆故园春事动，石田茅屋要寻盟。
续写律诗，粉薄红轻掩敛羞,花中占断得风流。软非因醉都无力，凝不成歌亦自愁。独照影时临水畔，最含情处出墙头。裴回尽日难成别，更待黄昏对酒楼。
请仿写杜甫的诗,湍驶风醒酒，船回雾起堤。高城秋自落，杂树晚相迷。坐触鸳鸯起，巢倾翡翠低。莫须惊白鹭，为伴宿清溪。
续写律诗，乔木挂斗邑,水驿坏门开。向月片帆去，背云行雁来。晚年名利迹，宁免路岐哀。前计不能息，若为玄鬓回。
写一首思乡诗,黄花空向客边开，愁听尊前白雁哀。纵使登高也无益，青山不是望乡台。
请仿写白居易的诗,展禽胡为者，直道竟三黜。颜子何如人，屡空聊过日。皆怀王佐道，不践陪臣秩。自古无奈何，命为时所屈。有如草木分，天各与其一。荔枝非名花，牡丹无甘实。
创作一首战争#思乡诗,铁瓮城头刻漏迟，清霜如雪扑帘飞。雁声随地梦回枕，月色满怀人捣衣。塞北将军犹索战，江南游子苦思归。呼鹰插箭从围猎，苜宿秋高马正肥。
续写律诗，桐叶飞霜落井栏,菱花藏雪助衰颜。夜窗飒飒摇寒竹，秋枕迢迢梦故山。临水钓舟横苇岸，隔溪禅侣启柴关。觉来依旧三更月，离绪乡心起万端。
写一首怀古诗，律诗,过江名士竟谁优，到死犹争第一流。倘遇可儿先拔舌，早逢英物一开眸。孤亭正对天门峙，百怪将从地府搜。却忆登坛誓师日，义旗几欲指荆州。
续写绝句，远火荧荧聚寒鬼,绿燄欲销还复起。夜深风雪古城空，行客衣襟汗如水。
续写律诗，出作行香客,归如坐夏僧。床前双草屦，檐下一纱灯。佩委腰无力，冠欹发不胜。鸾台龙尾道，合尽少年登。
创作一首愁绪诗,一湾流水万山中，来问梅花小路通。游子骑归丁令鹤，老人神度藐姑风。庭栽松子龙千尺，砌绕兰宫蕊半弓。北犬晨凫堪色养，何须麟脯觅方蓬。
以器琢仙圭美有馀为出句，续写律诗,席珍国宝比难如。衔花乳燕看调瑟，衣锦佳人侍读书。荀氏门风龙变化，谢家庭树玉扶疏。即期寰海隆平日，归佐吾皇侍玉除。
以八珍一箸千金价为出句，续写绝句,往往精庖贱惠文。莫道形模大刚拙，剖珠也解献殷勤。
请仿写李商隐的诗,家擅无双誉，朝居第一功。四时当首夏，八节应条风。涤濯临清济，巉岩倚碧嵩。鲍壶冰皎洁，王佩玉丁东。处剧张京兆，通经戴侍中。将星临迥夜，卿月丽层穹。下令销秦盗，高谈破宋聋。含霜太山竹，拂雾峄阳桐。乐道乾知退，当官蹇匪躬。服箱青海马，入兆渭川熊。固是符真宰，徒劳让化工。凤池春潋艳，鸡树晓曈昽。愿守三章约，还期九译通。薰琴调大舜，宝瑟和神农。慷慨资元老，周旋值狡童。仲尼羞问阵，魏绛喜和戎。款款将除蠹，孜孜欲达聪。所求因渭浊，安肯与雷同。物议将调鼎，君恩忽赐弓。开吴相上下，全蜀占西东。锐卒鱼悬饵，豪胥鸟在笼。疲民呼杜母，邻国仰羊公。置驿推东道，安禅合北宗。嘉宾增重价，上士悟真空。扇举遮王导，樽开见孔融。烟飞愁舞罢，尘定惜歌终。岸柳兼池绿，园花映烛红。未曾周顗醉，转觉季之恭。系滞喧人望，便蕃属圣衷。天书何日降，庭燎几时烘。早岁乖投刺，今晨幸发蒙。远途哀跛鳖，薄艺奖雕虫。故事曾尊隗，前修有荐雄。终须烦刻画，聊拟更磨砻。蛮岭晴留雪，巴江晚带枫。营巢怜越燕，裂帛待燕鸿。自苦诚先檗，长飘不后蓬。容华虽少健，思绪即悲翁。感激淮山馆，优游碣石宫。待公三入相，丕祚始无穷。
创作一首思乡诗,羊车行乐处，歌吹隔萧墙。赖有邻房女，时来说故乡。
续写绝句，崖壁盘空天路回,白云行尽见琼台。洞门黯黯阴云闭，金阙曈曈日殿开。
写一首思乡诗,故乡未解识清容，却在金陵阙下逢。中禁曾分斋钵饭，上方时叩讲筵钟。一帆细雨迢迢浦，半塔斜阳霭霭峰。相送师归忽多感，飞云亦恋旧依松。
以身没南朝宅已荒为出句，续写律诗,邑人犹赏旧风光。芹根生叶石池浅，桐树落花金井香。带暖山蜂巢画阁，欲阴溪燕集书堂。闲愁此地更西望，潮浸台城春草长。
请仿写白居易的诗,白头新洗镜新磨，老逼身来不奈何。耳里频闻故人死，眼前唯觉少年多。塞鸿遇暖犹回翅，江水因潮亦反波。独有衰颜留不得，醉来无计但悲歌。
续写律诗，露湿胭脂拂眼明,红袍千裹画难成。佳人胜尽盘中味，天意偏教岭外生。橘柚远惭登贡籍，盐梅应合共和羹。金门若得栽培地，须占人间第一名。
创作一首战争诗,天子临轩授钺频，东南何处不红巾。铁衣远道三军老，白骨中原万鬼新。烈士精灵虹贯日，仙家谈笑海扬尘。只将满眼凄凉泪，哭尽平生几故人。
以哀伤为主题，写一首律诗,早为千里别，况复是秋残。木叶怨先老，江云愁暮寒。交情如水淡，离酒泛杯宽。料想还家后，休吟行路难。
续写律诗，西北乡关近帝京,烟尘一片正伤情。愁看地色连空色，静听歌声似哭声。红蓼满村人不在，青山绕槛路难平。从他烟棹更南去，休向津头问去程。
以小郡大江边为出句，续写律诗,危楼夕照前。青芜卑湿地，白露泬寥天。乡国此时阻，家书何处传？仍闻陈蔡戍，转战已三年。
续写律诗，邂逅款良宵,殷勤荷胜招。弥天俄若旧，初地岂成遥。酒蚁倾还泛，心猿躁似调。谁怜失群雁，长苦业风飘。
请仿写白居易的诗,南山雪未尽，阴岭留残白。西涧冰已消，春溜含新碧。东风来几日，蛰动萌草坼。潜知阳和功，一日不虚掷。爱此天气暖，来拂溪边石。一坐欲忘归，暮禽声啧啧。蓬蒿隔桑枣，隐映烟火夕。归来问夜餐，家人烹荠麦。
写一首愁绪诗,终古伤心屺岵篇，茫茫碧落与黄泉。白云底事随游子，一缕魂丝直上天。
创作一首愁绪诗,水竹云山拱画图，因怀唤渡想东都。雨馀晴蝀衔西照，风遏春船入里湖。阑曲祗供游子凭，林间今有野人无。隔墙莫是神仙宅，红白梅花五百株。
创作一首孤独诗,淮海羁栖客，秦川游侠身。拜官辞阙晚，失业到家贫。婚嫁愁中妇，诗篇累故人。弹筝纤手在，耑待脍江鳞。
写一首思乡诗，绝句,日夕望乡处，况当梅发时。有如三珠树，岁晏复连枝。
写一首哀伤诗，绝句,禁钟催晓别花行，冻压寒云雪满城。驻马风前闻玉笛，故园肠断落梅声。
以端州石砚人间重为出句，续写律诗,赠我因知正草玄。阙里庙堂空旧物，开方灶下岂天然。玉蜍吐水霞光静，綵翰摇风绛锦鲜。此日佣工记名姓，因君数到墨池前。
创作一首孤独诗,为客三年海上洲，故乡何处瘴云稠。数千里外蛮人域，十八滩头过客舟。时有山禽呼姓字，或从海鸟作朋俦。故人珂佩周旋处，紫殿风清十二楼。
写一首思乡诗，绝句,窄岸平桥万柳斜，半城春水半人家。东风吹雨宵来急，一片乡心到海涯。
请仿写李白的诗,九卿天上落，五马道傍来。列戟朱门晓，褰帏碧嶂开。登高望远海，召客得英才。紫绶欢情洽，黄花逸兴催。山从图上见，溪即镜中回。遥羡重阳作，应过戏马台。
续写绝句，窅窅云旗去不还,阴阴祠宇闭空山。我来始悟丹青妙，稽首如逢冰雪颜。
请仿写李白的诗,塞虏乘秋下，天兵出汉家。将军分虎竹，战士卧龙沙。边月随弓影，胡霜拂剑花。玉关殊未入，少妇莫长嗟。
以思乡为主题，写一首律诗,一道春江枕驿楼，闻君此处泊行舟。花当粉槛人閒立，燕拂青蘋水漫流。芳草引归南国梦，和风吹起故园愁。馀今自是迷津者，为劝王孙莫远游。
以哀伤为主题，写一首律诗,风急船难进，春寒酒易消。他乡频作客，何处忽吹箫。近水声偏细，凌虚兴自豪。可怜嬴女思，飘泊在江皋。
写一首哀伤诗，律诗,宦游将老愧蓬飘，逢节他乡倍寂寥。世网萦身难自解，鬓霜凝鉴不重消。随阳鸣雁闻初急，向日丹枫惜半凋。饱暖全家尽君赐，忍看编户独无聊。
以贤达不相识为出句，续写律诗,偶然交已深。宿帆谒郡佐，怅别依禅林。湘水流入海，楚云千里心。望君杉松夜，山月清猿吟。
续写绝句，山下花明水上曛,一桡青翰破霞文。越人但爱风流客，绣被何须属鄂君。
请仿写王昌龄的诗,楼头广陵近，九月在南徐。秋色明海县，寒烟生里闾。夜帆归楚客，昨日度江书。为问易名叟，垂纶不见鱼。
以思乡为主题，写一首律诗,当年台榭总邱墟，今古茫茫一慨予。吴楚山河残照外，英贤姓字断碑余。故乡戎马无消息，大壑云龙待展舒。赢得须眉画麟阁，书生择术未全疏。
续写绝句，楚客停桡欲问谁,白沙江草曲尘丝。生公手种殿前树，唯有花开鶗鴂悲。
续写律诗，菊地才通履,茶房不垒阶。凭医看蜀药，寄信觅吴鞋。尽得仙家法，多随道客斋。本无荣辱意，不是学安排。
写一首思乡诗,钟陵过雨紫烟开，南浦清江隐薄雷。春水满堤春草绿，故园千里故人来。莺声弱柳传歌板，燕蹴飞花落酒杯。一醉萍踪任分散，不劳风笛夜相催。
以苦谏将军总不知为出句，续写绝句,几随烟焰作尘飞。东山居士何人识，惟有君王却许归。
请仿写白居易的诗,三杯蓝尾酒，一楪胶牙饧。除却崔常侍，无人共我争。
以哀伤为主题，写一首绝句,前年粜米上瞿塘，今岁装盐过岳阳。伴侣相逢终日醉，有钱不似在他乡。
请仿写刘禹锡的诗,寒光照旌节，关路晓无尘。吏谒前丞相，山迎旧主人。东瞻军府静，西望敕书频。心共黄河水，同升天汉津。
请仿写刘禹锡的诗,东城南陌昔同游，坐上无人第二流。屈指如今已零落，且须欢喜作邻州。
续写律诗，为有趋庭恋,应忘道路赊。风消荥泽冻，雨静圃田沙。古陌人来远，遥天雁势斜。园林新到日，春酒酌梨花。
写一首思乡诗，律诗,叮咛数语泪千行，此去关山路渺茫。三伏炎蒸过剑浦，一江风雨度钱塘。魂随远屿孤鸿断，目极遥天匹练长。当念倚门双白发，莫将行色滞他乡。
续写律诗，春草东江外,翩翩北路归。官齐魏公子，身逐谢玄晖。山色随行骑，莺声傍客衣。主人池上酌，携手暮花飞。
创作一首愁绪诗，律诗,游子来何之，来之水心亭。同流混清浊，高思入玄青。病菊东篱醉，幽兰陋室馨。石齐频入梦，经纬两冥冥。
请仿写王维的诗,遥思葭菼际，寥落楚人行。高鸟长淮水，平芜故郢城。使车听雉乳，县鼓应鸡鸣。若见州从事，无嫌手板迎。
续写绝句，披沙辛苦见伤怀,往往分毫望亦乖。力尽半年深水里，难全为一凤凰钗。
以山水为主题，写一首诗,黄花樵悴倚东篱，碧草廉纤蔓曲池。入室早逢僧慧可，来游还共郑当时。山川佳气寰中胜，云水高踪世外期。今日上方随喜去，秪应祗树采三芝。
写一首思乡诗,南薰江上浪花飞，使者扬帆向帝畿。长剑倚云横壮气，行囊载月露清辉。封人仰圣虔三祝，游子宁亲喜一归。忠孝同心不同迹，海天凝望欲沾衣。
以思乡为主题，写一首绝句,秋霜一夜凋榆柳，马上征夫最早寒。边女不须歌入塞，故乡明月梦中看。
请仿写杜牧的诗,城高倚峭巘，地胜足楼台。朔漠暖鸿去，潇湘春水来。萦盈几多思，掩抑若为裁。返照三声角，寒香一树梅。乌林芳草远，赤壁健帆开。往事空遗恨，东流岂不回。分符颍川政，吊屈洛阳才。拂匣调珠柱，磨铅勘玉杯。棋翻小窟势，垆拨冻醪醅。此兴予非薄，何时得奉陪。
以云母屏风烛影深为出句，续写绝句,长河渐落晓星沈。常娥应悔偷灵药，碧海青天夜夜心。
续写律诗，江南名郡数苏杭,写在殷家三十章。君是旅人犹苦忆，我为刺史更难忘。境牵吟咏真诗国，兴入笙歌好醉乡。为念旧游终一去，扁舟直拟到沧浪。
续写律诗，羡君休作尉,万事且全身。寰海多虞日，江湖独往人。姓名何处变，鸥鸟几时亲。别后吴中使，应须访子真。
写一首思乡诗,客从故乡至，为我理瑶琴。流水本无意，高云若有心。朔风吹早雁，落叶下疏林。之子不归去，衡山空自深。
以思乡为主题，写一首律诗,小屋容君住，迁期日日赊。对门横一水，出汲有千家。曲径通桥便，低檐避树斜。著书傥有暇，移种故园花。
请仿写白居易的诗,独来独去何人识，厩马朝衣野客心。闲爱无风水边坐，杨花不动树阴阴。
续写律诗，万仞连峰积翠新,灵踪依旧印轮巡。何如捧日安皇道，莫把回山示世人。已擘峻流穿太岳，长扶王气拥彊秦。为余势负天工背，索取风云际会身。
请仿写白居易的诗,雪作须眉云作衣，辽东华表鹤双归。当时一鹤犹希有，何况今逢两令威。
以移根自远方为出句，续写律诗,种得在僧房。六月花新吐，三春叶已长。抽茎高锡杖，引影到绳床。只为能除疾，倾心向药王。
续写绝句，海上独归惭不及,邑中遗爱定无双。兰桡起唱逐流去，却恨山溪通外江。
请仿写李白的诗,庄周梦胡蝶，胡蝶为庄周。一体更变易，万事良悠悠。乃知蓬莱水，复作清浅流。青门种瓜人，旧日东陵侯。富贵故如此，营营何所求。
续写律诗，羽盖飞天汉,凤驾越层峦。俱叹三秋阻，共叙一宵欢。璜亏夜月落，靥碎晓星残。谁能重操杼，纤手濯清澜。
以悼亡为主题，写一首诗,寻诗问道几绸缪，八载交情一夕休。拚取须眉埋大壑，肯将肝膈付东流。生前不异黄泉路，死去安同白玉楼。欲拟大招何处好，归来依旧是穷愁。
创作一首愁绪诗,蒙茸万里解征骖，叙隔陈愁丙夜谈。细数亲朋将减半，笑怜儿女幸存三。梅花腊尽香先发，杨柳春来叶渐毵。游子乍归寻乐事，不须憔悴似江潭。
创作一首思乡诗，律诗,到来日已暮，归去恋柴门。空自山当舍，其如酒满尊。心知柳叶长，愁见桃花繁。立马一回首，令人思故园。
请仿写杜甫的诗,秋日萧韦逝，淮王报峡中。少年疑柱史，多术怪仙公。不但时人惜，祗应吾道穷。一哀侵疾病，相识自儿童。处处邻家笛，飘飘客子蓬。强吟怀旧赋，已作白头翁。
以喜悦为主题，写一首诗,淩敲台上石零丁，露草骨丝虫乱鸣。独有东山无改换，几番冷眼看升平。
请仿写白居易的诗,春初携手春深散，无日花间不醉狂。别后何人堪共醉，犹残十日好风光。
创作一首思乡诗,有美长兴宰，曾为工部郎。冶金精范器，制锦动成章。客鬓何曾白，乡心故自长。永怀明月夜，送酒过濠梁。
以气为还元正为出句，续写律诗,心由抱一灵。凝神归罔象，飞步入青冥。整服乘三素，旋纲蹑九星。琼章开后学，稽首奉真经。
请仿写李贺的诗,草暖云昏万里春，宫花拂面送行人。自言汉剑当飞去，何事还车载病身。
写一首哀伤诗,柳絮颠狂不肯归，等閒东去复西飞。我身也是无归著，莫教风吹上妾衣。
创作一首愁绪诗,新草满长堤，思乡望月迟。露桃深中酒，烟柳淡涂眉。秋塞关难掩，春江棹可移。此身同越鸟，夜夜想南枝。
续写绝句，浮云不共此山齐,山霭苍苍望转迷。晓月暂飞高树里，秋河隔在数峰西。
续写律诗，羽盖龙旗下绝冥,兰除薜幄坐云扃。鸟和百籁疑调管，花发千岩似画屏。金灶浮烟朝漠漠，石床寒水夜泠泠。自然碧洞窥仙境，何必丹丘是福庭。
请仿写白居易的诗,右翅低垂左胫伤，可怜风貌甚昂藏。亦知白日青天好，未要高飞且养疮。
写一首田园诗,安居近幽谷，井赋籍良田。圣代无深隐，家山不直钱。候耕看土脉，祈谷赛豚肩。城市知何处，疏钟隔暮烟。
续写绝句，阴洞曾为采药行,冷云凝绝烛微明。玉芝敲折琤然堕，合有真人上姓名。
创作一首田园诗，绝句,涨河秋水日浑浑，独放扁舟过贾村。记得尘沙厌为客，初浮清汴出都门。
写一首思乡诗，绝句,春来脚不踏青青，梦里还家梦又醒。一树垂杨楼外绿，莺声不似故园听。
以自从委顺任浮沈为出句，续写律诗,渐觉年多功用深。面上减除忧喜色，胸中消尽是非心。妻儿不问唯耽酒，冠盖皆慵只抱琴。长笑灵均不知命，江蓠丛畔苦悲吟。
以清明别后雨晴时为出句，续写律诗,极浦空颦一望眉。湖畔春山烟黯黯，云中远树黑离离。依微水戍闻疏鼓，掩映河桥见酒旗。风暖草长愁自醉，行吟无处寄相思。
续写律诗，嫩菊含新彩,远山闲夕烟。凉风惊绿树，清韵入朱弦。思妇机中锦，征人塞外天。雁飞鱼在水，书信若为传。
续写律诗，谢公离别处,风景每生愁。客散青天月，山空碧水流。池花春映日，窗竹夜鸣秋。今古一相接，长歌怀旧游。
请仿写李白的诗,玉面耶溪女，青娥红粉妆。一双金齿屐，两足白如霜。
续写绝句，桐花暗澹柳惺愡,池带轻波柳带风。今日与君临水别，可怜春尽宋亭中。
写一首田园诗,村路随牛得，清游待月归。露光翻细草，山气入秋衣。野旷风霜早，年丰雁鹜肥。不因资道力，是处可忘机。
以怀人为主题，写一首诗,竹林方结社，词客日频过。笑我独长往，思君其奈何。江流秋暮急，云树故山多。鸿雁分飞处，缄情寄薜萝。
创作一首田园诗，律诗,归耕地肺绝尘喧，匣里青萍未报恩。浊酒自怜终日醉，古风时得野人言。鸟啼碧树闲临水，花满青山静掩门。唯有阶前芳草色，年年惆怅忆王孙。
续写律诗，病来心静一无思,老去身闲百不为。忽忽眼尘犹爱睡，些些口业尚誇诗。荤腥每断斋居月，香火常亲宴坐时。万虑消停百神泰，唯应寂寞杀三尸。
请仿写白居易的诗,梓潼眷属何年别，长寿坛场近日开。应是蜀人皆度了，法轮移向洛中来。
以思乡#怀人为主题，写一首诗,悄悄人初寂，迢迢夜未央。秋声惟野树，月影自寒塘。归路纡情远，旧游入梦长。故园有丛菊，花发似重阳。
以哀伤为主题，写一首诗,学馆相逢意有馀，青灯绿酒夜窗虚。眼看世事宜高枕，身在他乡念远书。落日暝归投树鸟，清潭时见避钩鱼。秋山若有苏樵地，拟结茅堂傍隐居。
以玄发侵愁忽似翁为出句，续写绝句,暖尘寒袖共东风。公卿门户不知处，立马九衢春影中。
续写绝句，帘外微明烛下妆,殿明放锁待君王。玉阶地冷罗鞋薄，众里偷身倚玉床。
以放旷出烟云为出句，续写律诗,萧条自不群。漱流清意府，隐几避嚣氛。石画妆苔色，风梭织水文。山室何为贵？唯馀兰桂熏。
写一首战争诗，律诗,将军早献安边策，手挽强弓起七闽。正为功名轻万里，已知勇略冠千人。风鸣鼓角山村晓，日射旌旗海戍春。匹马何时渡江水，笑谈为国扫妖氛。
续写律诗，赵佗西拜已登坛,马援南征土宇宽。越国旧无唐印绶，蛮乡今有汉衣冠。江云带日秋偏热，海雨随风夏亦寒。岭北归人莫回首，蓼花枫叶万重滩。
请仿写李商隐的诗,八岁偷照镜，长眉已能画。十岁去踏青，芙蓉作裙衩。十二学弹筝，银甲不曾卸。十四藏六亲，悬知犹未嫁。十五泣春风，背面鞦韆下。
以主人不相识为出句，续写绝句,偶坐为林泉。莫谩愁沽酒，囊中自有钱。
续写律诗，洛川流雅韵,秦道擅苛威。听歌梁上动，应律管中飞。光飘神女袜，影落羽人衣。愿言心未翳，终冀效轻微。
续写绝句，关山万里远征人,一望关山泪满巾。青海戍头空有月，黄沙碛里本无春。
以贤达垂竿小隐中为出句，续写绝句,我来真作捕鱼翁。前溪一夜春流急，已学严滩下钓筒。
以圃畦新雨润为出句，续写律诗,愧子废锄来。竹杖交头拄，柴扉隔径开。欲栖群鸟乱，未去小童催。明日重阳酒，相迎自酦醅。
以愁绪为主题，写一首诗,四野苍茫云雾生，月华暗度凤凰城。樽前不辨银河影，楼外空传玉笛声。鸿雁清秋游子意，梧桐白露故园情。谢庄欲赋还惆怅，今夜关山何处明。
以漫漫澄波阔为出句，续写律诗,沈沈大厦深。秉心常匪席，行义每挥金。汲引窥兰室，招携入翰林。多君有令子，犹注世人心。
以蕊宫裁诏与宵分为出句，续写绝句,虽在青云忆白云。待报君恩了归去，山翁何急草移文。
写一首怀人诗,莫卷珠帘对碧山，山边孤鸟日飞还。如何百里相思路，惟有随人月影閒。
创作一首战争诗，律诗,杀气临沙碛，黄尘白昼飞。请君双羽箭，破虏百重围。转战随骠骑，捐生事武威。从来游侠骨，不是顾轻肥。
请仿写白居易的诗,金磬玉笙调已久，牙床角枕睡常迟。朦胧闲梦初成后，宛转柔声入破时。乐可理心应不谬，酒能陶性信无疑。起尝残酌听馀曲，斜背银缸半下帷。
以良辰当五日为出句，续写律诗,偕老祝千年。綵缕同心丽，轻裾映体鲜。寂寥斋画省，款曲擘香笺。更想传觞处，孙孩遍目前。
请仿写白居易的诗,驿吏引藤舆，家童开竹扉。往时多暂住，今日是长归。眼下有衣食，耳边无是非。不论贫与富，饮水亦应肥。
续写律诗，山房寂寂荜门开,此日相期社友来。雅兴共寻方外乐，新诗争羡郢中才。茶烟袅袅笼禅榻，竹影萧萧扫径苔。醉后不知明月上，狂歌直到夜深回。
请仿写温庭筠的诗,草浅浅，春如剪。花压李娘愁，饥蚕欲成茧。东城年少气堂堂，金丸惊起双鸳鸯。含羞更问卫公子，月到枕前春梦长。
创作一首思乡诗，律诗,三江怀故国，七泽吊孤臣。有客诗招隐，何心赋问钧。明时无弃士，晚节少全人。游子归何日，农工已及春。
创作一首闺怨诗,山头日日望郎归，江水悠悠信息稀。若使一年能一见，便从天上作支机。
创作一首哀伤诗,何地能销郁郁情，且登岱岳望蓬瀛。无人到处方孤立，有路通时更上行。四面愁阴千里合，一声恸哭万山惊。儒生未可讥封禅，终是能逢世太平。
以思乡为主题，写一首诗,中夕坐清簟，繁星时复流。扇声微变暑，井气忽生秋。为客方经楚，思乡欲上楼。云山殊未返，相顾两悠悠。
写一首哀伤诗，律诗,回磴层云睥睨愁，为君孤眺独夷犹。关门西引三峰色，河水东悬万里流。卷幔绿吹榆柳细，开尊红映杏花稠。春深远作他乡客，满目风尘易倦游。
请仿写杜甫的诗,楠树色冥冥，江边一盖青。近根开药圃，接叶制茅亭。落景阴犹合，微风韵可听。寻常绝醉困，卧此片时醒。
请仿写李白的诗,绣户香风暖，纱窗曙色新。宫花争笑日，池草暗生春。绿树闻歌鸟，青楼见舞人。昭阳桃李月，罗绮自相亲。
创作一首哀伤诗,频年多道路，良会总他乡。百里星还聚，千金夜可长。灯花迎客笑，火树接邻光。愁病消强半，清歌复几觞。
续写绝句，采藕平湖上,藕泥封藕节。船影入荷香，莫冲莲柄折。
以闲钓江鱼不钓名为出句，续写绝句,瓦瓯斟酒暮山青。醉头倒向芦花里，却笑无端犯客星。
续写绝句，野麋蒙象暂如犀,心不惊鸥角骇鸡。一路好山无伴看，断肠烟景寄猿啼。
创作一首怀人诗，律诗,却将憔悴入都门，自喜青霄足故人。万里有家留百越，十年无路到三秦。摧残不是当时貌，流落空馀旧日贫。多谢青云好知己，莫教归去重沾巾。
请仿写刘禹锡的诗,无事寻花至仙境，等闲栽树比封君。金门通籍真多士，黄纸除书每日闻。
以酒痕衣上杂莓苔为出句，续写绝句,犹忆红螺一两杯。正被绕篱荒菊笑，日斜还有白衣来。
写一首思乡#咏物诗,不道他乡月，今宵偏倍明。大江通夜落，高阁近天清。暝树千重远，人烟一望平。乡关看渐渺，愁听暮鸿鸣。
请仿写杜甫的诗,功盖三分国，名成八阵图。江流石不转，遗恨失吞吴。
以山水为主题，写一首诗,秋霁涛江气象宽，龙山亭耸凭云端。老僧欲快吾心目，旋剪当轩竹数竿。
请仿写杜甫的诗,小径升堂旧不斜，五株桃树亦从遮。高秋总喂贫人实，来岁还舒满眼花。帘户每宜通乳燕，儿童莫信打慈鸦。寡妻群盗非今日，天下车书正一家。
写一首思乡诗，律诗,云敛晴峰翠黛乾，露擎荷叶水晶团。病翁自喜得秋早，游子欲悲行路难。月白关山砧杵动，天高河汉斗牛寒。明朝自有凉风至，且向梧桐井上看。
请仿写杜甫的诗,龙门横野断，驿树出城来。气色皇居近，金银佛寺开。往还时屡改，川水日悠哉。相阅征途上，生涯尽几回。
续写绝句，风筵调桂轸,月径引藤杯。直当花院里，书斋望晓开。
请仿写杜牧的诗,行乐及时时已晚，对酒当歌歌不成。千里暮山重叠翠，一溪寒水浅深情。高人以饮为忙事，浮世除诗尽强名。看著白蘋芽欲吐，雪舟相访胜闲行。
创作一首思乡诗,与公相别五经年，忧患流离理固然。怅望故园江渚外，还惊横浦瘴烟边。喜闻金节专南海，行看锋车上九天。顾我不才仍老矣，只思归棹五湖船。
创作一首失意诗，律诗,层楼落日倚蹉跎，明府高轩载酒过。槛外秋阴开大陆，帘前树色散漳河。关门紫气临燕满，风雨青山入晋多。我醉欲裁王粲赋，故园戎马近如何。
续写绝句，一阳才动伏群阴,万物于今寓太音。若喜长生添线日，微微消息识天心。
创作一首思乡诗，律诗,驿路烟岚虎豹含，微官真愧远游身。谁怜三万六千日，半作东西南北人。芳草故随行客马，啼莺犹似故园春。门前五柳堪招隐，回首柴桑独怆神。
续写绝句，野径行无伴,僧房宿有期。涂山来去熟，唯是马蹄知。
创作一首哀伤诗,村鸡寒复涩，又觉五更时。门帖留新句，他乡见古仪。所思聊复尔，有梦不容追。却愧主人意，艰难备一卮。
以永日兴难忘为出句，续写绝句,掇芳春陂曲。新晴花枝下，爱此苔水绿。
以送别为主题，写一首诗,陌上新离别，苍茫四郊晦。登高不见君，故山复云外。远树蔽行人，长天隐秋塞。心悲宦游子，何处飞征盖。
请仿写刘禹锡的诗,淮西既是平安地，鸦路今无羽檄飞。闻道唐州最清静，战场耕尽野花稀。
以门前襄水碧潺潺为出句，续写律诗,静钓归来不掩关。书阁鼠穿厨簏破，竹园霜后桔槔闲。儿童不许惊幽鸟，药草须教上假山。莫为爱诗偏念我，访君多得醉中还。
创作一首思乡诗,君逢佳节忆还家，我亦淹留感岁华。清禁雠书惊白发，故园吹帽负黄花。谢安行有登山屐，扬子居无载酒车。何日得归溪上隐，大收图史作生涯。
写一首咏物诗，绝句,舟子歌残月欲低，一枝苍翠凤毛齐。几番风雨打篷夜，梦入楚云湘水西。
续写律诗，春风生百药,几处术苗香。人远花空落，溪深日复长。病多知药性，老近忆仙方。清节何由见，三山桂自芳。
以思乡为主题，写一首绝句,笳声凄切雁声哀，风起高原猎骑回。无尽愁云吹不散，望乡空上白龙堆。
以虽陪三品散班中为出句，续写律诗,资历从来事不同。名姓也曾镌石柱，诗篇未得上屏风。甘陵旧党凋零尽，魏阙新知礼数崇。烟水五湖如有伴，犹应堪作钓鱼翁。
续写律诗，徙倚高楼夜色残,故人聊得罄交欢。千林日落晴偏雨，五月云深暑亦寒。诘曲断岩飞鸟度，参差倒影过江看。惭予浪著登山屐，酒罢豪吟兴未阑。
续写律诗，丽谯通四望,繁忧起万端。绮疏低晚魄，镂槛肃初寒。白云乡思远，黄图归路难。唯馀西向笑，暂似当长安。
创作一首怀人诗，绝句,踯躅开无数，辛夷尚未稀。子规何处去，早唤故人归。
续写绝句，上路各乘轩,高明尽鸣玉。宁知涧下人，自爱轻波渌。
以思乡为主题，写一首绝句,带雨和烟色更深，天涯游子思难禁。弟兄况隔一千里，梦绕池塘夜夜心。
续写绝句，心地含情种,法雨即花生。自悟花情种，菩提果自成。
请仿写岑参的诗,别酒为谁香，春官驳正郎。醉经秦树远，梦怯汉川长。雨过风头黑，云开日脚黄。知君解起草，早去入文昌。
写一首流泪诗，律诗,相识成何事，相思总是愁。文章空潦倒，岁月自淹留。剑洗清潭晓，琴抽野菊秋。皇舆开九域，白发好封侯。
创作一首战争诗，律诗,东周遣戍役，才子欲离群。部领河源去，悠悠陇水分。笳声悲塞草，马首渡关云。辛苦逢炎热，何时及汉军。
续写绝句，呵花贴鬓黏寒发,凝酥光透猩猩血。经过洛水几多人，唯有陈王见罗袜。
以不值分流二江水为出句，续写绝句,定应犹得且同行。三千里外情人别，更被子规啼数声。
